Final SCORE : 16
         99824893 function calls (98455940 primitive calls) in 137.241 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       45    0.000    0.000    0.000    0.000 rcsetup.py:54(__call__)
        4    0.000    0.000    0.000    0.000 subprocess.py:1444(close_unregister_and_remove)
        2    0.000    0.000    0.000    0.000 {method 'ptp' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 markers.py:97(MarkerStyle)
        2    0.000    0.000    0.001    0.000 ticker.py:1355(tick_values)
        1    0.000    0.000    0.000    0.000 Dialog.py:3(<module>)
       70    0.000    0.000    0.000    0.000 pyparsing.py:366(__bool__)
       90    0.000    0.000    0.000    0.000 artist.py:621(get_visible)
        1    0.000    0.000    0.001    0.001 backend_agg.py:473(get_renderer)
        1    0.000    0.000    0.114    0.114 Tkinter.py:1797(__init__)
        1    0.000    0.000    0.129    0.129 pyplot.py:327(figure)
        5    0.000    0.000    0.000    0.000 getlimits.py:245(__init__)
       52    0.000    0.000    0.000    0.000 font_manager.py:1186(score_size)
        8    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
       25    0.000    0.000    0.001    0.000 lines.py:633(_get_transformed_path)
        1    0.000    0.000    0.056    0.056 __init__.py:3141(_initialize_master_working_set)
       13    0.000    0.000    0.001    0.000 __init__.py:2277(normalize_path)
        2    0.000    0.000    0.001    0.000 axis.py:1698(_get_pixel_distance_along_axis)
      115    0.000    0.000    0.000    0.000 font_manager.py:747(get_variant)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:79(get_grid_positions)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.005    0.002 axis.py:625(__init__)
       85    0.000    0.000    0.000    0.000 font_manager.py:902(set_file)
      121    0.000    0.000    0.000    0.000 lines.py:1026(set_markersize)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        4    0.000    0.000    0.000    0.000 font_manager.py:980(make_rcparams_key)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:174(generate_fontconfig_pattern)
       24    0.000    0.000    0.000    0.000 transforms.py:2018(_get_is_affine)
       15    0.000    0.000    0.000    0.000 transforms.py:372(_get_intervaly)
        1    0.000    0.000    0.000    0.000 backend_agg.py:129(_update_methods)
        9    0.000    0.000    0.000    0.000 cbook.py:1284(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1827(_loadtk)
       22    0.000    0.000    0.000    0.000 font_manager.py:926(copy)
        1    0.000    0.000    0.000    0.000 lines.py:188(Line2D)
        4    0.000    0.000    0.000    0.000 weakref.py:367(iteritems)
       75    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2266(amin)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.001    0.001 texmanager.py:35(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1784(__str__)
       55    0.000    0.000    0.000    0.000 backend_bases.py:1000(set_joinstyle)
       20    0.000    0.000    0.001    0.000 axis.py:475(_get_text1_transform)
      237    0.000    0.000    0.000    0.000 pickle.py:333(persistent_id)
        3    0.000    0.000    0.000    0.000 mathtext.py:2957(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:2288(_is_unpacked_egg)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:141(_family)
        1    0.000    0.000    0.000    0.000 geo.py:251(AitoffAxes)
        4    0.000    0.000    0.000    0.000 subprocess.py:1216(_close_in_parent)
       11    0.000    0.000    0.000    0.000 backend_tkagg.py:253(filter_destroy)
       48    0.000    0.000    0.000    0.000 pickle.py:260(get)
       82    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
       87    0.000    0.000    0.000    0.000 pyparsing.py:1481(streamline)
       12    0.000    0.000    0.000    0.000 subprocess.py:1156(_set_cloexec_flag)
       11    0.000    0.000    0.000    0.000 cbook.py:363(__init__)
        1    0.000    0.000    0.029    0.029 __init__.py:613(__init__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
      121    0.000    0.000    0.000    0.000 lines.py:984(set_markeredgecolor)
        1    0.000    0.000    0.000    0.000 compat.py:21(get_BytesIO)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
       12    0.000    0.000    0.000    0.000 axis.py:1451(set_units)
        6    0.000    0.000    0.000    0.000 core.py:113(iter_style_files)
      126    0.000    0.000    0.000    0.000 {method 'ljust' of 'unicode' objects}
       17    0.000    0.000    0.000    0.000 patches.py:275(set_facecolor)
       12    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3215(_escapeRegexRangeChars)
       87    0.000    0.000    0.000    0.000 text.py:258(set_rotation_mode)
        1    0.000    0.000    0.000    0.000 image.py:35(_AxesImageBase)
       67    0.000    0.000    0.000    0.000 text.py:691(get_text)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
      121    0.000    0.000    0.000    0.000 lines.py:911(set_linewidth)
        1    0.000    0.000    0.001    0.001 texmanager.py:89(TexManager)
        7    0.000    0.000    0.007    0.001 Tkinter.py:2144(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
       21    0.000    0.000    0.000    0.000 rcsetup.py:462(__call__)
        1    0.000    0.000    0.000    0.000 geo.py:510(LambertAxes)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       12    0.000    0.000    0.000    0.000 ticker.py:441(__call__)
       16    0.000    0.000    0.000    0.000 axis.py:1506(set_major_locator)
      115    0.000    0.000    0.000    0.000 font_manager.py:767(get_stretch)
       13    0.000    0.000    0.000    0.000 pyparsing.py:885(setParseAction)
       64    0.000    0.000    0.000    0.000 ticker.py:186(set_axis)
        1    0.000    0.000    0.001    0.001 transforms.py:968(_set_p1)
       13    0.000    0.000    0.000    0.000 posixpath.py:372(realpath)
      214    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.008    0.008 backend_bases.py:2667(__init__)
     19/7    0.000    0.000    0.000    0.000 pyparsing.py:2647(streamline)
        1    0.000    0.000    0.000    0.000 parser.py:297(parser)
        1    0.000    0.000    0.000    0.000 scale.py:521(get_scale_docs)
        1    0.000    0.000    0.000    0.000 __init__.py:447(get_build_platform)
        2    0.000    0.000    0.000    0.000 _subplots.py:161(subplot_class_factory)
       16    0.000    0.000    0.009    0.001 main.py:81(draw)
        2    0.000    0.000    0.000    0.000 textpath.py:36(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:23(GeoAxes)
       18    0.000    0.000    0.000    0.000 cbook.py:475(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:584(get_platform)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:288(_update_pointer_position)
        4    0.000    0.000    0.000    0.000 transforms.py:1499(_set)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        4    0.000    0.000    0.000    0.000 subprocess.py:1440(register_and_append)
       12    0.000    0.000    0.000    0.000 {math.log10}
       13    0.000    0.000    0.000    0.000 re.py:264(_compile_repl)
        4    0.000    0.000    0.000    0.000 scale.py:69(set_default_locators_and_formatters)
       25    0.000    0.000    0.000    0.000 lines.py:1310(is_dashed)
       26    0.000    0.000    0.000    0.000 backend_bases.py:1300(__init__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {_tkinter._flatten}
       13    0.000    0.000    0.000    0.000 pyparsing.py:771(_trim_arity)
       67    0.000    0.000    0.000    0.000 backend_bases.py:951(set_clip_path)
        1    0.000    0.000    0.000    0.000 geo.py:330(HammerAxes)
      121    0.000    0.000    0.000    0.000 lines.py:890(set_color)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:118(compare_versions)
        4    0.000    0.000    0.002    0.000 spines.py:270(draw)
       10    0.000    0.000    0.000    0.000 Tkinter.py:1925(pack_configure)
        1    0.000    0.000    0.004    0.004 __init__.py:18(pylab_setup)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1475(__str__)
        1    0.000    0.000    0.000    0.000 legend.py:106(Legend)
        6    0.000    0.000    0.000    0.000 {filter}
       12    0.000    0.000    0.000    0.000 pyparsing.py:3353(<lambda>)
        7    0.000    0.000    0.000    0.000 backend_tkagg.py:831(createToolTip)
       12    0.000    0.000    0.003    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.001    0.000 axis.py:333(_get_text1_transform)
      4/3    0.000    0.000    0.000    0.000 transforms.py:1569(__eq__)
       12    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
       55    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
       20    0.000    0.000    0.001    0.000 axis.py:336(_get_text2_transform)
        1    0.000    0.000    0.000    0.000 geo.py:410(MollweideAxes)
        2    0.000    0.000    0.000    0.000 patches.py:580(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:256(get_subplot_params)
        7    0.000    0.000    0.000    0.000 backend_bases.py:1015(set_linestyle)
        2    0.000    0.000    0.017    0.009 subprocess.py:768(communicate)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        6    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:161(_property)
        6    0.000    0.000    0.000    0.000 {posix.pipe}
        1    0.000    0.000    0.000    0.000 colordict.py:21(<module>)
       32    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2982(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:255(__del__)
        1    0.000    0.000    0.000    0.000 FixTk.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       97    0.000    0.000    0.000    0.000 pyparsing.py:3376(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:507(_set_lim_and_transforms)
       54    0.000    0.000    0.000    0.000 pyparsing.py:401(haskeys)
        1    0.000    0.000    0.001    0.001 _base.py:1475(add_line)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1698(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:217(_declare_state)
        2    0.000    0.000    0.000    0.000 subprocess.py:1379(wait)
      115    0.000    0.000    0.000    0.000 font_manager.py:756(get_weight)
        6    0.000    0.000    0.000    0.000 numeric.py:2578(geterr)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        6    0.000    0.000    0.000    0.000 contextlib.py:21(__exit__)
       16    0.000    0.000    0.000    0.000 axis.py:1486(set_major_formatter)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        4    0.000    0.000    0.001    0.000 tempfile.py:124(rng)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
      182    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       24    0.000    0.000    0.000    0.000 lines.py:446(get_fillstyle)
       23    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 path.py:992(_define_deprecated_functions)
        1    0.000    0.000    0.005    0.005 tkagg.py:9(blit)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 main.py:104(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1601(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
       32    0.000    0.000    0.000    0.000 figure.py:395(_get_dpi)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2175(amax)
        8    0.000    0.000    0.000    0.000 transforms.py:1630(_get_is_separable)
       12    0.000    0.000    0.000    0.000 axis.py:1474(set_label_text)
       43    0.000    0.000    0.000    0.000 backend_bases.py:827(get_clip_path)
       20    0.000    0.000    0.001    0.000 axis.py:478(_get_text2_transform)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        4    0.000    0.000    0.001    0.000 tempfile.py:478(TemporaryFile)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
        1    0.000    0.000    0.000    0.000 axis.py:1664(_get_label)
      121    0.000    0.000    0.000    0.000 lines.py:898(set_drawstyle)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2471(__init__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2764(parseImpl)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2809(__init__)
        4    0.000    0.000    0.003    0.001 subprocess.py:473(_eintr_retry_call)
       55    0.000    0.000    0.000    0.000 backend_bases.py:1009(set_linewidth)
        1    0.000    0.000    0.000    0.000 Net.py:49(__init__)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:153(_families)
       16    0.000    0.000    0.000    0.000 rcsetup.py:291(validate_fontsize)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:585(destroy)
